season_id,season_label,anime_title,is_rerun,kind,index,song_title,artist,youtube_url,youtube_views,youtube_channel,anime_youtube_url,anime_youtube_views,anime_youtube_channel,last_searched_at
5947,2026秋アニメ,転生した大聖女は、聖女であることをひた隠す,False,ED,1,STELLAR,ウタヒメドリーム オールスターズ,,,,,,,
5947,2026秋アニメ,転生したら剣でしたII,False,OP,1,DREAM OF BUTTERFLY,FZMZ,,,,,,,
5947,2026秋アニメ,転生したら剣でしたII,False,ED,1,バリバリBuddy,花冷え。,,,,,,,
5947,2026秋アニメ,とある暗部の少女共棲,False,OP,1,Ghost Sequence,East Of Eden,,,,,,,
5947,2026秋アニメ,とある暗部の少女共棲,False,ED,1,原子崩し(メルトダウナー),岸田教団&THE明星ロケッツ,,,,,,,
5947,2026秋アニメ,東京リベンジャーズ 三天戦争編,False,OP,1,IGNITE,JO1,https://www.youtube.com/watch?v=3rTOBRwAi24,537135,JO1,https://www.youtube.com/watch?v=keFRueltLIU,15819102,"TV anime ""Tokyo Revengers""",2026-09-21T09:05:37
5947,2026秋アニメ,東京リベンジャーズ 三天戦争編,False,ED,1,トリックスター,go!go!vanillas,https://www.youtube.com/watch?v=qcmjeeCS380,211070,go!go!vanillas,https://www.youtube.com/watch?v=PX-RhjDLVDQ,3888617,"TV anime ""Tokyo Revengers""",2026-09-21T09:05:50
5947,2026秋アニメ,どうも、好きな人に惚れ薬を依頼された魔女です。,False,OP,1,かなわない、,センチミリメンタル,,,,,,,
5947,2026秋アニメ,どうも、好きな人に惚れ薬を依頼された魔女です。,False,ED,1,まだ嘘にならない,レイニ,,,,,,,
5947,2026秋アニメ,ドラゴンボール超 ビルス,False,OP,1,オノガミ,メガテラ・ゼロ,https://www.youtube.com/watch?v=iyKK-RTzf1o,29687,hyou - Anime on Piano,https://www.youtube.com/watch?v=iyKK-RTzf1o,29687,hyou - Anime on Piano,2026-09-19T09:06:03
5947,2026秋アニメ,ドラゴンボール超 ビルス,False,ED,1,完璧のペキ,ビッケブランカ,,,,,,,
5947,2026秋アニメ,ねずみくんのチョッキ 2期,False,主題歌,1,グッドラック！マイフレンド feat.ムロツヨシ & さかなクン,東京スカパラダイスオーケストラ,,,,,,,
5947,2026秋アニメ,バーテックスフォース,False,OP,1,シンクロブルー,ClariS,https://www.youtube.com/watch?v=pGD0RhKZk4I,56337,アニプレックス チャンネル,https://www.youtube.com/watch?v=pGD0RhKZk4I,56337,アニプレックス チャンネル,2026-09-19T09:06:26
5947,2026秋アニメ,バーテックスフォース,False,ED,1,エメラルド,はしメロ,,,,,,,
